transition_id,coname,classification,appt_date,succ_total,pred_total,roa_pre,roa_post,at_pre,tsr_mktadj,tsr_post_mktadj,tsr_pre_mktadj,sic2,year,ext,log_succ,log_pred,log_assets,log_ratio,roa_chg,ind
2807,PAYCHEX INC,internal,2010-07-01,3329388.0,,,0.1020798652966726,,0.1632524285858201,0.0169378586234292,0.0942236475017942,87.0,2010,0,15.018299061282534,,,,,87
477,BLOCK H & R INC,external,2010-07-07,5673640.0,,,0.0906153341535251,,0.213461324071625,0.5446927864931179,-0.1188699669169182,72.0,2010,1,15.551341445034579,,,,,72
3477,TECO ENERGY INC,internal,2010-08-04,5072801.0,,,0.0296280905879908,,,,,49.0,2010,0,15.43940368849773,,,,,49
1713,HP INC,external,2010-08-06,30412776.0,,0.0640954372590024,0.0667253199069678,113331000000.0,-0.671446257720021,-0.8939370334872105,0.1716460423181388,35.0,2010,1,17.23037334124852,,25.453578577441274,,0.0026298826479654036,35
3167,HILLSHIRE BRANDS CO,internal,2010-08-09,,,,,,,,,,2010,0,,,,,,<NA>
8707,LORILLARD INC,external,2010-09-01,,,,,,,,,,2010,1,,,,,,<NA>
9121,WESTERN UNION CO,internal,2010-09-01,,,,,5578300000.0,-0.6036072388205301,-0.3574160390161607,-0.261123201689622,73.0,2010,0,,,22.44214990742329,,,73
1082,DTE ENERGY CO,internal,2010-10-01,7389279.0,,0.0394875965839772,0.0213688946015424,24590000000.0,,,,49.0,2010,0,15.815540723888633,,23.92560569317451,,-0.0181187019824348,49
3949,WILMINGTON TRUST CORP,external,2010-11-01,2547590.0,,0.0099407654006015,0.0055848860083647,65815757000.0,,,,60.0,2010,1,14.750658372208651,,24.910125114694885,,-0.0043558793922368,60
4804,OFFICE DEPOT INC,external,2010-11-01,6816935.0,,-0.3024199105748346,-0.1305335865228035,4890346000.0,,,,59.0,2010,1,15.7349205153134,,22.310528894576276,,0.17188632405203108,59
55,AETNA INC,internal,2010-11-01,,,,,,,,,,2010,0,,,,,,<NA>
3252,SIGMA-ALDRICH CORP,internal,2010-11-13,3915529.0,3625268.0,0.1216898102875024,0.1146349520977865,2556500000.0,,,,51.0,2010,0,15.1804609996072,15.10343877457263,21.66190497248433,0.07702222503457011,-0.007054858189715907,51
3304,SOUTHERN CO,internal,2010-12-01,9754242.0,,,,48347000000.0,,,,49.0,2010,0,16.093212825278584,,24.60167000935088,,,49
2859,PFIZER INC,internal,2010-12-05,25013348.0,,0.0732716738042969,0.0442788722860922,111148000000.0,0.2833538159227999,0.6220135856431428,-0.2888745511392696,28.0,2010,0,17.034920160347905,,25.434128483492525,,-0.0289928015182047,28
5656,CEPHALON INC,internal,2010-12-16,,11149392.0,,,,,,,28.0,2010,0,,16.22689552523565,,,,28
8578,MASSEY ENERGY CO,internal,2010-12-30,,,0.0256231793132406,,3672378000.0,-1.997592795819756,-1.427141203452006,0.4934597712192545,12.0,2010,0,,,22.024105245583048,,,12
7253,SANDISK CORP,internal,2010-12-31,12167844.0,4079099.0,,,,,,,35.0,2010,0,16.314307292326262,15.22138668865974,,1.0929206036665218,,35
3936,WILLIAMS COS INC,internal,2010-12-31,6256635.0,,0.0380681381219718,0.0114127823161941,26006000000.0,1.7685190084373938,0.6511848154401354,0.4063586230610441,49.0,2010,0,15.649153058613793,,23.98159311757554,,-0.0266553558057777,49
2345,MERCK & CO,internal,2011-01-01,13347652.0,24572871.0,0.0695193831579322,0.1219406131535909,112314000000.0,0.0264753807216184,0.1187875298911342,-0.0710266149070233,28.0,2011,0,16.406851047191992,17.017153587487805,25.44456435699366,-0.6103025402958109,0.052421229995658694,28
8078,REPUBLIC SERVICES INC,internal,2011-01-01,14461336.0,,0.0037768099773289,0.0253322620430597,19540300000.0,-0.4455519152970235,-0.2431090163992264,-0.0867343296673595,49.0,2011,0,16.486989163234686,,23.69574483656499,,0.0215554520657308,49
4830,CINCINNATI FINANCIAL CORP,internal,2011-01-01,1456823.0,,0.0297091412742382,0.028618747929778,14440000000.0,0.3427567388181198,0.397508090700968,-0.1164358940456189,63.0,2011,0,14.191768595299461,,23.39326797041109,,-0.0010903933444601985,63
2453,MOTOROLA SOLUTIONS INC,internal,2011-01-04,10325173.0,8472266.0,-0.1522838996734723,0.0247487977479766,27869000000.0,1.8610691970075892,0.3048982694098627,0.8264134941218719,36.0,2011,0,16.15009545211894,15.95230856331534,24.05078079692104,0.19778688880360104,0.1770326974214489,36
2672,OCCIDENTAL PETROLEUM CORP,internal,2011-01-05,,,0.16508173435732,0.0863976197741837,41537000000.0,,,,13.0,2011,0,,,24.449850433238996,,-0.07868411458313629,13
45,ADVANCED MICRO DEVICES,external,2011-01-10,7298328.0,5549838.0,,0.0950746871215179,9078000000.0,-0.4940180146240849,-1.005921656478579,2.187778552616395,36.0,2011,1,15.803155838788811,15.529279296107415,22.929119740980685,0.27387654268139616,,36
10384,CAREFUSION CORP,external,2011-01-29,9966612.0,16300289.0,,0.0245414294750158,,,,,38.0,2011,1,16.11475126472793,16.606693395681166,,-0.49194213095323486,,38
1444,FLUOR CORP,internal,2011-02-01,,,0.11147347281898,0.0469469067223469,6423600000.0,-0.0696189032278211,-0.2368172239127615,0.2712301574991409,16.0,2011,0,,,22.58324454515161,,-0.0645265660966331,16
2007,SEARS HOLDINGS CORP,external,2011-02-24,9932924.0,5320870.0,0.0021364076104482,0.0054597701149425,24808000000.0,,,,53.0,2011,1,16.111365453904757,15.487147381782213,23.93443201874456,0.6242180721225431,0.0033233625044943,53
8253,REYNOLDS AMERICAN INC,internal,2011-02-28,8652292.0,,,,18009000000.0,,,,21.0,2011,0,15.973334814907686,,23.614137469884227,,,21
2331,CVS HEALTH CORP,internal,2011-03-01,,,0.0524606299212598,,60960000000.0,0.4272103495184329,0.8872749614885782,-0.5308682384982109,59.0,2011,0,,,24.833483748324802,,,59
7261,LEXMARK INTL INC -CL A,internal,2011-03-27,3397490.0,,0.0716117106910738,0.0934836403629364,3354200000.0,,,,35.0,2011,0,15.038547481662413,,21.9334791288618,,0.02187192967186259,35
8879,HOSPIRA INC,external,2011-03-28,8781551.0,7839219.0,,,5502900000.0,,,,28.0,2011,1,15.988163601490902,15.874649770017514,22.42854106295269,0.11351383147338727,,28
8882,ALPHABET INC,internal,2011-04-01,,,,,,,,,73.0,2011,0,,,,,,73
3519,ALLEGHENY TECHNOLOGIES INC,internal,2011-04-01,10172331.0,,0.1356944178016497,0.015733487626847,4170400000.0,-0.5599264580453513,-0.8204367115260062,1.3248303172554114,33.0,2011,0,16.135181945301447,,22.15127779141817,,-0.11996093017480271,33
7360,IRON MOUNTAIN INC,internal,2011-04-12,7408656.0,1420217.0,0.0119817422183742,,6846834000.0,-0.7946074400754948,-0.3878316711441657,-0.2023418417286477,67.0,2011,0,15.818159604303341,14.166320234803539,22.647052192596902,1.6518393694998026,,67
2324,MEDTRONIC PLC,external,2011-04-29,,,,,,-0.0684088711391441,0.1324670087735218,-0.1822384511170127,38.0,2011,1,,,,,,38
2759,PG&E CORP,external,2011-04-30,9949634.0,,,,42945000000.0,,,,49.0,2011,1,16.113046324538633,,24.4831860641646,,,49
3284,KEYCORP,internal,2011-05-01,6272426.0,,-0.0157363834189115,0.0062397927577856,93287000000.0,,,,60.0,2011,0,15.651673759624227,,25.258946599614664,,0.021976176176697098,60
7974,QUANTA SERVICES INC,internal,2011-05-01,3310876.0,2776586.0,,,4116954000.0,-0.6126816081730531,0.2601717330595225,-0.6113270006872032,17.0,2011,0,15.012723364906908,14.83673267343226,22.138379406487402,0.17599069147464724,,17
8462,METLIFE INC,internal,2011-05-01,13669011.0,,0.0059501514887431,0.0033495515092448,539314000000.0,,,,63.0,2011,0,16.43064185787512,,27.01356379852988,,-0.0026005999794982996,63
478,BLOCK H & R INC,external,2011-05-16,,,-0.0575863822787823,0.0909082286741005,5359722000.0,0.2959764767891766,0.5693742793430976,-0.2705130113129195,72.0,2011,1,,,22.402177945012408,,0.1484946109528828,72
1707,HERSHEY CO,internal,2011-05-17,,,0.084735339647475,,3675031000.0,1.0221743377980026,0.3954191446825106,0.2458009336077284,20.0,2011,0,,,22.024827404949782,,,20
6275,COMPUWARE CORP,internal,2011-06-01,,,0.0693613798070356,0.0495682197959159,2013325000.0,-1.963199096582125,3.2986202090375096,-1.3780469299965885,73.0,2011,0,,,21.42305342114361,,-0.019793160011119706,73
3435,SUNTRUST BANKS INC,internal,2011-06-01,,,,,,,,,,2011,0,,,,,,<NA>
7137,DISH NETWORK CORP,external,2011-06-20,,,,,,,,,,2011,1,,,,,,<NA>
2767,SEMPRA ENERGY,internal,2011-06-27,12203902.0,10218288.0,0.0390361952861952,0.0234527471800469,28512000000.0,,,,49.0,2011,0,16.317266294632407,16.13968961403058,24.07359088823481,0.17757668060182943,-0.015583448106148302,49
9173,COVIDIEN PLC,internal,2011-07-01,,,,,,,,,,2011,0,,,,,,<NA>
2569,NEWELL BRANDS INC,external,2011-07-18,,11904601.0,-0.0081414716916514,0.047525523868266,6423900000.0,0.8054441997737776,0.6810471085777425,-0.0588700539111735,30.0,2011,1,,16.292435522011754,22.583291246844556,,0.0556669955599174,30
649,CAMPBELL SOUP CO,internal,2011-07-31,8708442.0,,0.1923712021136063,0.1229962110171961,6056000000.0,-0.3392053376513024,-0.0735406576822081,-0.1728969407767278,20.0,2011,0,15.979803457972183,,22.52431535308156,,-0.06937499109641021,20
419,VERIZON COMMUNICATIONS INC,internal,2011-08-01,14049100.0,18166006.0,-0.0096647525197547,0.0110604397273291,226907000000.0,0.2459187710476031,0.1177402137905321,0.0587435137575103,48.0,2011,0,16.458068894752795,16.715062603331592,26.147806078851314,-0.25699370857879766,0.0207251922470838,48
7959,VERISIGN INC,internal,2011-08-01,5856877.0,4564800.0,-0.1515097905223339,0.4476761131334855,2470144000.0,1.1563525293112336,0.2675456425314242,0.4609921492999982,73.0,2011,0,15.583127084339198,15.333885259441372,21.627542285482082,0.24924182489782523,0.5991859036558194,73
2618,XCEL ENERGY INC,internal,2011-08-24,,,,0.0256238654245493,25305961000.0,,,,49.0,2011,0,,,23.954305817575808,,,49
245,APPLE INC,internal,2011-08-24,4174992.0,,0.1691686710348069,0.1204165986371175,36171000000.0,2.4721348068794744,0.2938217289855662,1.0768870163423074,35.0,2011,0,15.244623000097592,,24.311523529749696,,-0.0487520723976894,35
1714,HP INC,external,2011-09-26,15362142.0,,0.0734926895553732,,113331000000.0,-1.0597843777224374,-0.0392795586302681,-0.6104265836899593,35.0,2011,1,16.547416729086116,,25.453578577441274,,,35
5724,AES CORP,internal,2011-09-30,,7868720.0,0.0354536574153881,0.0002221618819579,34806000000.0,-0.8806740855524947,-0.2473556972999711,-0.4117563442644117,49.0,2011,0,,15.878405964217883,24.273055622658394,,-0.0352314955334302,49
413,BECTON DICKINSON & CO,internal,2011-09-30,9183033.0,,,,7912943000.0,-0.0436018431991851,-0.0783280878662771,0.024166884139098,38.0,2011,0,16.032868100186064,,22.79176561021124,,,38
1497,TEGNA INC,internal,2011-10-06,5529291.0,6392684.0,-0.9299333056536034,0.0862864105442342,7148432000.0,,,,48.0,2011,0,15.525570155514025,15.67066476946417,22.69015886890311,-0.14509461395014536,1.0162197161978377,48
125,BEAM INC,internal,2011-10-09,7998980.0,11238540.0,0.0251483355698187,0.0650844923783336,12370600000.0,,,,20.0,2011,0,15.894824591515293,16.234859500754528,23.238588526620745,-0.3400349092392335,0.039936156808514894,20
6097,BOSTON SCIENTIFIC CORP,internal,2011-10-17,7059474.0,,,,25177000000.0,-0.5915329698235394,0.4918889385256275,-0.5475091534348405,38.0,2011,0,15.769881102444554,,23.949196716288288,,,38
9131,FIRST SOLAR INC,external,2011-10-26,11767359.0,,0.1647338238507223,0.1516301125718341,2114502000.0,-1.476870006749838,-0.3577579555294459,-0.8663322519625122,36.0,2011,1,16.28084007003141,,21.472085160726454,,-0.013103711278888208,36
227,NABORS INDUSTRIES LTD,internal,2011-10-28,19734569.0,,0.0452311816266727,0.0081307207298561,10517899000.0,,,,13.0,2011,0,16.797882427468927,,23.076344309481417,,-0.0371004608968166,13
1801,ITT INC,internal,2011-10-31,4773322.0,,,,11129000000.0,0.8165199369041671,1.348037591053204,-0.2716184024185663,35.0,2011,0,15.378553056524169,,23.1328201509377,,,35
307,AUTOMATIC DATA PROCESSING,internal,2011-11-09,6337755.0,,0.0520636712956721,0.0450968275122663,23734400000.0,0.7206861707217533,0.3973198803399733,0.1335894815143343,73.0,2011,0,15.662035162758492,,23.890191309506513,,-0.006966843783405799,73
142,AMERICAN ELECTRIC POWER CO,internal,2011-11-11,7286490.0,9026114.0,0.0286051129312484,0.0232464622867319,48348000000.0,0.4512327050123463,0.0630350562046186,0.2258397127472156,49.0,2011,0,15.801532506553931,16.015632489468803,24.60169069294362,-0.21409998291487387,-0.005358650644516499,49
2829,PPL CORP,internal,2011-11-17,11374189.0,,0.0419580419580419,0.021993997373851,22165000000.0,,,,49.0,2011,0,16.246857223556262,,23.821780305143427,,-0.019964044584190897,49
14,AMERICAN AIRLINES GROUP INC,internal,2011-11-28,,,,,,,,,,2011,0,,,,,,<NA>
3174,SCANA CORP,internal,2011-11-30,,4997410.0,,,12094000000.0,,,,49.0,2011,0,,15.424430336190026,23.21597529879743,,,49
1026,CUMMINS INC,internal,2011-12-31,13159687.0,9111727.0,0.0886254255194271,,8519000000.0,1.6049389161014715,0.0833650285235458,0.8399486128122717,35.0,2011,0,16.392668699384068,16.02507282316867,22.865564800007114,0.36759587621539674,,35
2268,MATTEL INC,internal,2011-12-31,17261771.0,,0.0794125368288828,0.1207522412396559,4780555000.0,-0.002881519801364,-0.3723372058233232,0.3590445427452233,39.0,2011,0,16.66400484554004,,22.28782248549628,,0.0413397044107731,39
10467,AVALONBAY COMMUNITIES INC,internal,2011-12-31,3832343.0,4317909.0,0.0551768295585513,0.0207794029748691,7457605000.0,0.5257139905782375,-0.2078373074374238,0.568551303880912,67.0,2011,0,15.158986923461734,15.278281815263258,22.73250015403951,-0.11929489180152349,-0.034397426583682195,67
2172,RANGE RESOURCES CORP,internal,2012-01-01,7573775.0,7961843.0,-0.0097737291884157,-0.0409301561722154,5511714000.0,-0.7874553651199789,-0.7326128462386695,0.0752792648609343,13.0,2012,0,15.84020218011062,15.890171063684331,22.43014148251915,-0.049968883573711986,-0.031156426983799695,13
6644,COSTCO WHOLESALE CORP,internal,2012-01-01,4810773.0,3335865.0,0.0494108012193457,0.0547134159143397,21979000000.0,0.8925377090431341,0.2436332174655029,0.3280440075898889,53.0,2012,0,15.386368336030687,15.020242574016038,23.81335328898155,0.36612576201464797,0.005302614694994004,53
330,BAKER HUGHES INC,internal,2012-01-01,,,,,,,,,,2012,0,,,,,,<NA>
1881,INTL BUSINESS MACHINES CORP,internal,2012-01-01,16184727.0,31798918.0,,,109022000000.0,-0.4843480205483439,-0.697861633020232,0.32880429385333,35.0,2012,0,16.599578577730345,17.274942822014303,25.414815533672023,-0.6753642442839588,,35
6682,URBAN OUTFITTERS INC,internal,2012-01-09,4123161.0,2513118.0,0.122549421201669,0.1030769342052769,1794321000.0,-0.697916463882273,-0.3217911962639839,-0.26560861616788,56.0,2012,0,15.232130660162628,14.737034771253024,21.307892514342882,0.4950958889096043,-0.019472486996392105,56
2372,MICRON TECHNOLOGY INC,internal,2012-02-01,,,-0.1280882052678146,0.0116554997208263,14693000000.0,1.3603030134037832,2.294610813080616,-0.3759701573511465,36.0,2012,0,,,23.41063702684022,,0.1397437049886409,36
3407,STRYKER CORP,internal,2012-02-08,8436919.0,9542856.0,0.1220372616029103,0.1107360447884077,9071000000.0,-0.0052719174044959,0.2527992250237814,-0.1848677104429581,38.0,2012,0,15.948127752532756,16.071303369691076,22.928348348579217,-0.12317561715831915,-0.011301216814502593,38
2399,3M CO,internal,2012-02-24,,,,0.1354693825910931,27250000000.0,0.4711802183208429,0.5084393763484047,-0.0763564927362889,38.0,2012,0,,,24.028319358055665,,,38
3426,SUNOCO INC,internal,2012-03-01,,8217113.0,-0.0276586801176965,,11895000000.0,0.6489548207915525,1.0036386214330852,,29.0,2012,0,,15.921729488796375,23.19938398070133,,,29
2784,PALL CORP,external,2012-03-01,,,0.0652234653635688,0.0976037737716927,2999212000.0,,,,35.0,2012,1,,,21.821615424444925,,0.032380308408123906,35
1242,EL PASO ELECTRIC CO,external,2012-03-02,,4361803.0,0.0283042804235175,0.0387924542440194,2364766000.0,-1.783535093992715,-0.3376242578841721,-1.1338228165524744,49.0,2012,1,,15.28839606195447,21.583944911077587,,0.010488173820501899,49
3697,UNION PACIFIC CORP,internal,2012-03-02,17809887.0,,0.0438637207575194,0.0698152821665641,43088000000.0,2.0490440320552583,0.7534303030869938,0.4898233615390184,40.0,2012,0,16.695264310495578,,24.486510373015655,,0.0259515614090447,40
920,DXC TECHNOLOGY COMPANY,external,2012-03-19,,,,,,-0.4551904031888218,0.7696401992227322,-0.6175973833679119,73.0,2012,1,,,,,,73
6629,MARRIOTT INTL INC,internal,2012-03-31,9158620.0,10094513.0,-0.0385171991539574,0.0312204351939451,8983000000.0,1.144329743026096,0.7730849830825934,0.0949835843157063,70.0,2012,0,16.030206070278872,16.127502566861594,22.918599739193482,-0.09729649658272153,0.0697376343479025,70
443,BEST BUY CO INC,external,2012-04-09,19550692.0,5029500.0,0.0719593487050595,-0.0769134645423305,18302000000.0,-0.7666341305125012,0.3639457675034288,-0.6328662284912335,57.0,2012,1,16.788521240188647,15.43083113355653,23.630276180439598,1.3576901066321179,-0.14887281324739,57
319,AVON PRODUCTS,external,2012-04-22,13037613.0,13166884.0,0.091713808365331,0.0663994828700711,6823400000.0,,,,28.0,2012,1,16.383349045559452,16.393215447396127,22.64362371829947,-0.009866401836674026,-0.0253143254952599,28
1977,JOHNSON & JOHNSON,internal,2012-04-26,16910960.0,26797939.0,0.0478021165585855,0.0851078807504135,94682000000.0,0.0906462839816351,0.1984813216383341,-0.081004438764924,28.0,2012,0,16.64347249040468,17.103835539538824,25.273789745154474,-0.460363049134145,0.037305764191828,28
8860,GENWORTH FINANCIAL INC,external,2012-05-01,11986064.0,,-0.0040927087503892,0.0003353572437164,112395000000.0,-1.2322534354632926,-0.0704188361742401,-0.8045457278728005,63.0,2012,1,16.299255199548835,,25.445285289430796,,0.0044280659941056,63
8757,CME GROUP INC,internal,2012-05-01,4149354.0,,0.0235632495484518,0.0466328042981535,35046100000.0,-0.0472340983165058,0.4850916277633239,-0.309585505415775,62.0,2012,0,15.238463217439591,,24.279930174621253,,0.023069554749701703,62
7668,QUEST DIAGNOSTICS INC,external,2012-05-01,,,0.0854998399320796,0.0507324429125377,8527630000.0,-0.3969457171722517,-0.2123381886136057,-0.115474222583241,80.0,2012,1,,,22.86657731693712,,-0.0347673970195419,80
4082,ANADARKO PETROLEUM CORP,internal,2012-05-15,,23170041.0,-0.0026183595492542,-0.0503717507463538,51559000000.0,,,,13.0,2012,0,,16.958370665936556,24.665992619949563,,-0.0477533911970996,13
2874,ALTRIA GROUP INC,internal,2012-05-17,20139967.0,11842304.0,0.085717341318646,0.0959551643126043,37402000000.0,1.3131219326039136,0.306800702077586,0.4970077679444205,21.0,2012,0,16.81821680672306,16.287188763083655,24.344990015872938,0.5310280436394038,0.010237822993958298,21
195,AMGEN INC,internal,2012-05-23,,18850311.0,0.1058961504852136,0.0678293859810674,43486000000.0,1.375232883401288,0.9188350215095488,0.0974151579509168,28.0,2012,0,,16.75203997039593,24.495704884159277,,-0.0380667645041462,28
2879,CONOCOPHILLIPS,internal,2012-06-01,,27713594.0,0.0290131328136297,0.081159041963062,152138000000.0,0.0604786883261259,-0.242271750293336,0.2479799279929762,29.0,2012,0,,17.137433608897926,25.748053840642385,,0.052145909149432304,29
9031,LEIDOS HOLDINGS INC,external,2012-06-15,5367811.0,5153040.0,0.0797043226739514,0.0100425531914893,6223000000.0,-0.6981282338139971,0.1266547136201616,-0.5066575364981374,73.0,2012,1,15.49593074837,15.455097389748698,22.551517942533494,0.04083335862130233,-0.06966176948246211,73
2461,MURPHY OIL CORP,internal,2012-06-21,6266192.0,13748097.0,0.0588496240807523,0.0617269647265191,14233243000.0,-0.8657344364909993,-0.3280193045443378,-0.3759694104440255,13.0,2012,0,15.650679391582443,16.43641097249869,23.378846121888525,-0.785731580916247,0.0028773406457668,13
2299,MCDONALD'S CORP,internal,2012-06-30,9496664.0,8750893.0,0.1505712177707784,0.1668116605385284,30224900000.0,-0.3012845480904418,-0.3131612206529259,0.1053495791640037,58.0,2012,0,16.06645113700566,15.984666310269178,24.131931924922355,0.08178482673648267,0.016240442767749996,58
4391,AIRGAS INC,internal,2012-08-01,4302807.0,4613352.0,0.0435663177353843,0.0588984106071042,4504994000.0,,,,50.0,2012,0,15.274778158386297,15.344465265720276,22.228452396152328,-0.0696871073339782,0.015332092871719896,50
7526,E TRADE FINANCIAL CORP,external,2012-08-01,,,,,,,,,,2012,1,,,,,,<NA>
3650,TYCO INTERNATIONAL PLC,internal,2012-09-01,,,,,,,,,,2012,0,,,,,,<NA>
3800,VARIAN MEDICAL SYSTEMS INC,internal,2012-09-29,6443998.0,2178078.0,0.1372756408049736,0.1596370548219287,2323952000.0,,,,38.0,2012,0,15.678659712912722,14.593953394505961,21.56653502167803,1.084706318406761,0.0223614140169551,38
7402,DEAN FOODS CO,internal,2012-10-01,3717190.0,8635960.0,0.0306361304859381,-0.2765420003534832,7843941000.0,,,,20.0,2012,0,15.12847856446478,15.97144543883214,22.783007223579606,-0.8429668743673585,-0.3071781308394213,20
2127,LEGG MASON INC,internal,2012-10-01,,,,,,,,,,2012,0,,,,,,<NA>
1816,ILLINOIS TOOL WORKS,internal,2012-10-12,9206453.0,12499367.0,,,16412311000.0,0.3232382947790904,0.1873185298756805,0.0590640177837473,35.0,2012,0,16.035415209187583,16.341188560990282,23.52129756089592,-0.3057733518026966,,35
889,CITIGROUP INC,internal,2012-10-16,,14857103.0,-0.0008391234242923,0.0059351302650349,1913902000000.0,,,,60.0,2012,0,,16.51398862535443,28.28016520597657,,0.0067742536893271995,60
9271,VISA INC,external,2012-11-01,24251851.0,11824090.0,0.0704322318007662,0.0912203533851498,33408000000.0,2.414345396775161,0.7500692353200862,0.6844176357136897,73.0,2012,1,17.004003502331695,16.2856495337785,24.232061229206586,0.7183539685531957,0.020788121584383604,73
6098,BOSTON SCIENTIFIC CORP,internal,2012-11-01,10851430.0,4689079.0,,,22128000000.0,1.136752263329648,2.031997139946955,-0.3762340466175926,38.0,2012,0,16.199807426501273,15.36074674587179,23.820109611868812,0.839060680629483,,38
9482,CBRE GROUP INC,internal,2012-11-30,5541213.0,5350398.0,0.0065099203993776,0.0306243311067409,5121568000.0,0.1835672680188023,0.5035011084295644,-0.2131421405755702,65.0,2012,0,15.527723987825334,15.492681508628568,22.35672647911287,0.03504247919676665,0.0241144107073633,65
6588,BORGWARNER INC,internal,2012-12-01,8146556.0,,0.0056116722783389,0.0923203437048971,4811400000.0,-0.3609614760232582,-0.1727734798750873,-0.1261547009677748,37.0,2012,0,15.91310581921924,,22.294253939005312,,0.08670867142655819,37
6615,KEURIG DR PEPPER INC,external,2012-12-03,8536822.0,7634396.0,0.0632406563354603,0.0678763440860215,8776000000.0,1.130034258439807,0.7561730300368674,0.1175332665536741,20.0,2012,1,15.959899365359233,15.848174384140792,22.89528655991934,0.11172498121844214,0.004635687750561196,20
