transition_id,gvkey,cik,coname,appt_date,classification,predecessor,successor,pred_last_full_fy,succ_first_full_fy
2619,7977,72903.0,XCEL ENERGY INC,2021-08-18,internal,"Benjamin Gwynn Stonestreet Fowke, III",Robert C. Frenzel,2020,2022
4373,12850,,CERNER CORP,2021-08-19,external,David Brent Shafer,"David T. Feinberg, M.D.",2020,2022
5026,16478,821189.0,EOG RESOURCES INC,2021-10-01,internal,William R. Thomas,Ezra Y. Yacob,2020,2022
1675,5518,46080.0,HASBRO INC,2021-10-10,internal,Brian D. Goldner,Christian P. Cocks,2020,2022
8402,126721,1094285.0,TELEDYNE TECHNOLOGIES INC,2021-10-15,internal,Aldo Pichelli,"Robert Mehrabian, Ph.D.",2020,2022
10358,35168,1755672.0,CORTEVA INC,2021-11-01,external,"James C. Collins, Jr.",Charles V. Magro,2020,2022
2965,8762,80424.0,PROCTER & GAMBLE CO,2021-11-01,internal,David S. Taylor,Jon R. Moeller,2020,2022
5236,18872,,TWITTER INC,2021-11-29,internal,Jack Dorsey,Parag Agrawal,2020,2022
9122,175263,1365135.0,WESTERN UNION CO,2021-12-01,external,Hikmet Ersek,Devin B. McGranahan,2020,2022
4537,13421,813672.0,CADENCE DESIGN SYSTEMS INC,2021-12-15,internal,Lip-Bu Tan,"Anirudh Devgan, Ph.D.",2020,2022
2125,6649,,LEGGETT & PLATT INC,2021-12-31,internal,Karl G. Glassman,J. Mitchell Dolloff,2020,2022
4124,12138,1113169.0,PRICE (T. ROWE) GROUP,2021-12-31,internal,"William J. Stromberg, C.F.A.",Robert W. Sharps,2020,2022
8843,157057,1267238.0,ASSURANT INC,2021-12-31,internal,Alan B. Colberg,Keith W. Demmings,2020,2022
4722,14275,,FIRST REPUBLIC BANK,2022-01-01,internal,"James H. Herbert, II",Michael J. Roffler,2021,2022
3694,10860,1002910.0,AMEREN CORP,2022-01-01,internal,"Warner L. Baxter, CPA, CPA","Martin J. Lyons, Jr.",2021,2022
1978,6266,200406.0,JOHNSON & JOHNSON,2022-01-02,internal,Alex Gorsky,Joaquin Duato,2021,2023
6464,28191,884887.0,ROYAL CARIBBEAN CRUISES LTD,2022-01-03,internal,Richard D. Fain,Jason T. Liberty,2021,2023
6824,29875,915912.0,AVALONBAY COMMUNITIES INC,2022-01-03,external,Timothy J. Naughton,Benjamin W. Schall,2021,2023
8762,149318,1174922.0,WYNN RESORTS LTD,2022-01-31,internal,Matthew Ode Maddox,Craig S. Billings,2021,2023
3312,9882,92380.0,SOUTHWEST AIRLINES,2022-02-01,internal,Gary C. Kelly,Robert E. Jordan,2021,2023
3965,11550,783325.0,WEC ENERGY GROUP INC,2022-02-01,internal,Joseph Kevin Fletcher,Scott J. Lauber,2021,2023
10167,179437,1410636.0,AMERICAN WATER WORKS CO INC,2022-02-02,internal,Walter J. Lynch,M. Susan Hardwick,2021,2023
2615,7974,1111711.0,NISOURCE INC,2022-02-14,external,Joseph J. Hamrock,Lloyd M. Yates,2021,2023
1888,6078,51253.0,INTL FLAVORS & FRAGRANCES,2022-02-14,external,Andreas Fibig,Frank Clyburn,2021,2023
6046,25124,1707925.0,LINDE PLC,2022-03-01,internal,Stephen F. Angel,Sanjiv Lamba,2021,2023
1740,5680,354950.0,HOME DEPOT INC,2022-03-01,internal,Craig A. Menear,Edward P. Decker,2021,2023
1327,4517,753308.0,NEXTERA ENERGY INC,2022-03-01,internal,James L. Robo,John W. Ketchum,2021,2023
16,1045,6201.0,AMERICAN AIRLINES GROUP INC,2022-03-31,internal,William Douglas Parker,"Robert D. Isom, Jr.",2021,2023
10061,25434,829224.0,STARBUCKS CORP,2022-04-04,external,Kevin R. Johnson,Laxman Narasimhan,2021,2023
8677,145552,1071739.0,CENTENE CORP,2022-04-07,internal,Michael Frederic Neidorff,Sarah M. London,2021,2023
4610,13700,818479.0,DENTSPLY SIRONA INC,2022-04-19,external,"Donald M. Casey, Jr.",Simon D. Campion,2021,2023
5303,20232,1601046.0,KEYSIGHT TECHNOLOGIES INC,2022-04-30,internal,Ronald S. Nersesian,Satish C. Dhanasekaran,2021,2023
2601,7923,702165.0,NORFOLK SOUTHERN CORP,2022-05-01,internal,James A. Squires,Alan H. Shaw,2021,2023
4239,12459,906163.0,NVR INC,2022-05-05,internal,Paul C. Saville,Eugene J. Bredow,2021,2023
9324,180652,1442145.0,VERISK ANALYTICS INC,2022-05-18,internal,Scott G. Stephenson,Lee M. Shavel,2021,2023
2150,6742,59558.0,LINCOLN NATIONAL CORP,2022-05-27,internal,Dennis Robert Glass,Ellen G. Cooper,2021,2023
7081,31846,940944.0,DARDEN RESTAURANTS INC,2022-05-29,internal,"Eugene I. Lee, Jr.",Ricardo Cardenas,2021,2023
10067,26061,891103.0,MATCH GROUP INC,2022-05-31,external,Sharmistha Dubey,Bernard Kim,2021,2023
1336,4598,1048911.0,FEDEX CORP,2022-06-01,internal,Frederick W. Smith,Rajesh Subramaniam,2021,2023
10152,165052,1336917.0,UNDER ARMOUR INC,2022-06-01,external,Patrik Frisk,Stephanie Linnartz,2021,2023
3366,10016,93556.0,STANLEY BLACK & DECKER INC,2022-07-01,internal,James M. Loree,"Donald Allan, Jr.",2021,2023
5302,20228,,CATALENT INC,2022-07-01,internal,John R. Chiminski,Alessandro Maselli,2021,2023
10375,170841,1534701.0,PHILLIPS 66,2022-07-01,internal,Greg C. Garland,Mark E. Lashier,2021,2023
1371,4640,35527.0,FIFTH THIRD BANCORP,2022-07-05,internal,Gregory D. Carmichael,Timothy N. Spence,2021,2023
10316,28877,1418135.0,KEURIG DR PEPPER INC,2022-07-29,internal,Robert J. Gamgort,Ozan Dokmecioglu,2021,2023
1027,3650,26172.0,CUMMINS INC,2022-08-01,internal,Norman Thomas Linebarger,Jennifer W. Rumsey,2021,2023
661,2751,721371.0,CARDINAL HEALTH INC,2022-09-01,internal,Michael C. Kaufmann,Jason M. Hollar,2021,2023
9584,8402,723531.0,PAYCHEX INC,2022-10-14,internal,Martin Mucci,John B. Gibson,2021,2023
7669,64166,1022079.0,QUEST DIAGNOSTICS INC,2022-11-01,internal,Stephen H. Rusckowski,James E. Davis,2021,2023
1124,4016,29534.0,DOLLAR GENERAL CORP,2022-11-01,internal,Todd J. Vasos,Jeffery C. Owen,2021,2023
9883,2884,18926.0,LUMEN TECHNOLOGIES INC,2022-11-07,external,Jeffrey K. Storey,Kate Johnson,2021,2023
6103,25283,,KOHL'S CORP,2022-11-08,external,Michelle D. Gass,Thomas A. Kingsbury,2021,2023
10213,28877,1418135.0,KEURIG DR PEPPER INC,2022-11-10,internal,Ozan Dokmecioglu,Robert J. Gamgort,2021,2023
2868,8539,1109357.0,EXELON CORP,2022-12-30,internal,Christopher Mark Crane,"Calvin G. Butler, Jr.",2021,2023
