transition_id,cik,coname,classification,succ_total,succ_salary,succ_name_parsed,succ_accession,succ_status,pred_total,pred_salary,pred_name_parsed,pred_accession,pred_status,comp_ratio_succ_over_pred
9327,1452575,MEAD JOHNSON NUTRITION CO,internal,,,Peter Kasper Jakobsen,0001047469-15-002572,ok,,,Stephen W. Golsby,0001047469-13-003286,ok,
9280,1413329,PHILIP MORRIS INTERNATIONAL,internal,,,"André Calantzopoulos, Chief Executive Officer",0001193125-15-105808,ok,,,"Louis C. Camilleri, Chairman and Chief Executive Officer",0001193125-13-130504,ok,
3152,86144,SAFEWAY INC,internal,,,,,no-proxy-for-year,,,"Steven A. Burd,Chairman andChief Executive Officer1",0000086144-13-000019,ok,
1856,50863,INTEL CORP,internal,,,Brian M. Krzanich,0001193125-15-116412,ok,,,Paul S. Otellini,0001193125-13-138873,ok,
6533,354908,FLIR SYSTEMS INC,internal,,,Andrew C. Teich,0000354908-15-000019,ok,,,Chief Executive Officer,0000354908-13-000009,ok,
2963,80424,PROCTER & GAMBLE CO,external,,,A. G. Lafley6,0001193125-15-305662,ok,,,"Chairman of the Board, President and Chief Executive Officer",0001193125-13-344447,ok,
5318,1032033,SLM CORP,internal,,,Chairman and Chief Executive Officer,0001193125-15-155653,ok,,,Albert L. Lord,0001193125-13-161950,ok,
6570,863157,PETSMART INC,internal,,,,,no-proxy-for-year,,,,0001206774-13-001726,ceo-row-not-found,
5025,821189,EOG RESOURCES INC,internal,,,William R. Thomas Chairman of the Board and Chief Executive Officer,0001193125-15-098865,ok,,,Mark G. Papa,0001193125-13-129613,ok,
1178,1326160,DUKE ENERGY CORP,internal,,,Lynn J. Good,0001047469-15-002795,ok,,,Chief Executive Officer,0001047469-13-003168,ok,
2236,101778,MARATHON OIL CORP,external,,,Lee M. Tillman,0001047469-15-002402,ok,,,,0001104659-13-017995,ceo-row-not-found,
8288,1043604,JUNIPER NETWORKS INC,external,,,,0001206774-15-001190,ok,,,,0001206774-13-001372,ceo-row-not-found,
8633,1137411,ROCKWELL COLLINS,internal,,,"Robert K. Ortberg, Chairman, President and CEO",0001137411-15-000141,ok,,,"Robert K. Ortberg, Chief Executive Officer and President",0001137411-13-000206,ok,
2462,717423,MURPHY OIL CORP,internal,,,Roger W. Jenkins,0001193125-15-107786,ok,,,President and Chief Executive Officer,0001193125-13-120582,ok,
5662,1163302,UNITED STATES STEEL CORP,internal,,,,0001552781-15-000316,ceo-row-not-found,,,Chairman of the Board & Chief Executive Officer,0001193125-13-109794,ok,
249,6951,APPLIED MATERIALS INC,internal,,,Gary E. Dickerson,0001193125-15-052859,ok,,,Michael R. Splinter,0001193125-13-019348,ok,
1981,833444,JOHNSON CONTROLS INTL PLC,internal,,,George R. Oliver Chief Executive Officer,0001193125-15-006384,ok,,,,0001047469-13-000246,ceo-row-not-found,
9457,1524472,XYLEM INC,external,,,Patrick K. Decker,0001193125-15-103294,ok,,,Gretchen W. McClain,0001193125-13-128197,ok,
1458,38074,FOREST LABORATORIES -CL A,external,,,,,no-proxy-for-year,,,"Howard Solomon,",0001140361-13-027626,ok,
2305,64040,S&P GLOBAL INC,internal,,,Douglas L. Peterson,0001193125-15-096277,ok,,,H. McGraw III,0001193125-13-118720,ok,
832,764065,CLEVELAND-CLIFFS INC,external,,,"Lourenco Goncalves (8)Chairman, President & CEO",0000764065-15-000063,ok,,,Joseph A. Carrabba,0001308179-13-000149,ok,
4396,801898,JOY GLOBAL INC,internal,,,,0000801898-15-000002,ceo-row-not-found,,,Michael W. Sutherlin Chief Executive Officer,0001193125-13-033876,ok,
2077,56873,KROGER CO,internal,,,●,0001206774-15-001665,ok,,,,0001206774-13-001818,ceo-row-not-found,
1771,1130310,CENTERPOINT ENERGY INC,internal,,,Scott M. Prochazka,0001193125-15-091435,ok,,,David M. McClanahan,0001193125-13-109838,ok,
9425,1518832,WPX ENERGY INC,external,,,Richard E. Muncrief,0001193125-15-113672,ok,,,Ralph A. Hill,0001193125-13-143021,ok,
9146,1377013,TIME WARNER CABLE INC,internal,,,Robert D. Marcus(6),0001193125-15-192092,ok,,,Glenn A. Britt(6),0001193125-14-167273,ok,
8992,1324404,CF INDUSTRIES HOLDINGS INC,internal,,,W. Anthony Will,0001047469-15-003137,ok,,,President and Chief Executive Officer,0001047469-14-003385,ok,
8538,1116132,TAPESTRY INC,internal,,,"Victor Luis, Chief Executive Officer",0001567619-15-001265,ok,,,Chief Executive Officer,0001206774-14-002935,ok,
6740,915389,EASTMAN CHEMICAL CO,internal,,,Mark J. Costa,0001193125-15-104274,ok,,,James P. Rogers,0001193125-14-109755,ok,
1739,354950,HOME DEPOT INC,internal,,,"Craig A. Menear Chairman, Chief Executive Officer & President",0001193125-16-529376,ok,,,Francis S. Blake,0001193125-14-133653,ok,
1537,1467858,GENERAL MOTORS CO,internal,,,,0001308179-16-000367,ceo-row-not-found,,,Daniel F. Akerson,0001467858-14-000130,ok,
2709,1039684,ONEOK INC,internal,,,,0001193125-16-530741,ceo-row-not-found,,,John W. Gibson,0001193125-14-125966,ok,
3831,104169,WALMART INC,internal,,,,0001308179-16-000359,ceo-row-not-found,,,"Michael T. Duke,",0001308179-14-000196,ok,
4129,789019,MICROSOFT CORP,internal,,,Satya Nadella  Chief Executive Officer and Director,0001193125-16-740758,ok,,,Satya Nadella  Chief Executive Officer and Director,0001193125-14-376415,ok,
2256,62996,MASCO CORP,internal,,,Keith J. Allman,0001193125-16-516931,ok,,,Timothy Wadhams,0001193125-14-120890,ok,
7612,1021860,NATIONAL OILWELL VARCO INC,internal,,,"Clay C. Williams Chairman, President & Chief Executive Officer",0001193125-16-537009,ok,,,"Merrill A. Miller, Jr.",0001193125-14-138559,ok,
1313,746515,EXPEDITORS INTL WASH INC,internal,,,Jeffrey S. Musser (1),0001193125-16-516424,ok,,,Peter J. Rose(1) Chairman and Chief Executive Officer,0000746515-14-000006,ok,
5929,804328,QUALCOMM INC,internal,,,Steve MollenkopfChief Executive Officer (8),0001234452-16-000341,ok,,,"Paul E. Jacobs, Chairman and Chief Executive Officer (1)",0001193125-14-013182,ok,
1697,46765,HELMERICH & PAYNE,internal,,,"John W. Lindsay,",0001047469-16-009732,ok,,,Chief Executive Officer,0001047469-14-000246,ok,
3034,1047122,RAYTHEON CO,internal,,,Thomas A. Kennedy,0001193125-16-557547,ok,,,,0001047122-14-000064,ceo-row-not-found,
1683,766704,WELLTOWER INC,external,,,Thomas J. DeRosa,0001193125-16-516951,ok,,,George L. Chapman,0001193125-14-109291,ok,
2753,75362,PACCAR INC,internal,,,Chief Executive Officer,0001193125-16-506045,ok,,,M. C. Pigott,0001193125-14-099028,ok,
8254,1275283,REYNOLDS AMERICAN INC,external,,,Susan M. Cameron President and Chief Executive Officer of RAI,0001193125-16-514595,ok,,,Daniel M. Delen,0001193125-14-109692,ok,
4916,1035002,VALERO ENERGY CORP,internal,,,"Joseph W. Gorder,",0001035002-16-000079,ok,,,"William R. Klesse,",0001035002-14-000012,ok,
3100,745732,ROSS STORES INC,internal,,,,0000745732-16-000042,ceo-row-not-found,,,,0001206774-14-001164,ceo-row-not-found,
1058,27419,TARGET CORP,external,,,,0001308179-16-000375,ok,,,,0001308179-14-000217,ok,
8231,1070412,CNX RESOURCES CORPORATION,internal,,,Nicholas J. DeIuliis(6),0001193125-16-526750,ok,,,J. Brett Harvey(6),0001193125-14-121520,ok,
67,2969,AIR PRODUCTS & CHEMICALS INC,external,,,"S. Ghasemi Chairman, President and Chief Executive Officer",0001193125-16-792493,ok,,,"J. E. McGlade Former Chairman, President, and Chief Executive Officer(1)",0001193125-14-434928,ok,
3819,1396009,VULCAN MATERIALS CO,internal,,,"J. Thomas Hill Chairman, President & Chief Executive Officer",0001193125-16-521442,ok,,,Donald M. James Chairman and Chief Executive Officer,0001193125-14-120199,ok,
1454,37996,FORD MOTOR CO,internal,,,Mark Fields,0001047469-16-011835,ok,,,,0001047469-14-003150,ceo-row-not-found,
434,11199,BEMIS CO INC,internal,,,,0001308179-16-000258,ceo-row-not-found,,,"Henry J. Theisen,",0001308179-14-000064,ok,
1887,51253,INTL FLAVORS & FRAGRANCES,external,,,Andreas Fibig,0000051253-16-000030,ok,,,Chairman and Chief Executive Officer,0001193125-14-113315,ok,
165,5272,AMERICAN INTERNATIONAL GROUP,internal,,,Peter D. Hancock,0001193125-16-521555,ok,,,Robert H. Benmosche,0001193125-14-123974,ok,
3722,1090727,UNITED PARCEL SERVICE INC,internal,,,David P. Abney,0001206774-16-004892,ok,,,Chairman and Chief Executive,0001047469-14-002525,ok,
1047,313616,DANAHER CORP,internal,,,"Thomas P. Joyce, Jr., President and CEO",0001193125-16-526835,ok,,,"H. Lawrence Culp, Jr., President and CEO",0001193125-14-126581,ok,
6124,882184,D R HORTON INC,internal,,,David V. Auld,0001193125-16-789486,ok,,,Donald J. Tomnitz,0001193125-14-445557,ok,
7080,940944,DARDEN RESTAURANTS INC,internal,,,,0000940944-16-000121,ceo-row-not-found,,,"Clarence Otis, Jr. (7)",0000940944-14-000084,ok,
2589,72207,NOBLE ENERGY INC,internal,,,"David L. StoverChairman, President and Chief Executive Officer (Elected CEO October 2014)",0000072207-16-000077,ok,,,Charles D. Davidson,0001193125-14-110817,ok,
1906,51434,INTL PAPER CO,internal,,,Mark S. Sutton,0001193125-16-532617,ok,,,John V. Faraci,0001193125-14-138690,ok,
8289,1043604,JUNIPER NETWORKS INC,internal,,,Rami Rahim Chief Executive Officer,0001206774-16-005324,ok,,,Kevin R. Johnson  Chief Executive Officer,0001206774-14-001173,ok,
837,21076,CLOROX CO/DE,internal,,,Benno  Dorer,0001206774-16-007231,ok,,,,0001206774-14-002939,ceo-row-not-found,
4393,1545158,KRAFT FOODS GROUP INC,external,,,,,no-proxy-for-year,,,W. Anthony Vernon,0001193125-14-099353,ok,
4705,815556,FASTENAL CO,internal,,,and Chief Executive Officer,0000815556-16-000090,ok,,,Willard D. Oberton,0000815556-14-000019,ok,
7847,1041061,YUM BRANDS INC,internal,,,•,0001308179-16-000328,ok,,,David C. Novak,0001308179-14-000078,ok,
985,24545,MOLSON COORS BREWING CO,internal,,,"Mark R. Hunter1,2,3President and CEO",0000024545-16-000072,ok,,,Peter Swinburn CEO and President1,0001047469-14-003921,ok,
8842,1267238,ASSURANT INC,internal,,,"Alan B. Colberg, President and Chief Executive Officer (effective January 1, 2015)",0001193125-16-521418,ok,,,"Robert B. Pollock, President and Chief Executive Officer",0001193125-14-114495,ok,
3157,203077,ST JUDE MEDICAL INC,internal,,,Chief Executive Officer,0001047469-16-011438,ok,,,Daniel J. Starks,0001047469-15-002694,ok,
4324,5513,UNUM GROUP,internal,,,Richard P. McKenney(1),0001193125-16-540702,ok,,,Thomas R. Watjen,0001193125-15-123530,ok,
257,7084,ARCHER-DANIELS-MIDLAND CO,internal,,,J. R. LUCIANO CEO and President(1),0001193125-16-518937,ok,,,P. A. Woertz,0001193125-15-109440,ok,
8115,1065088,EBAY INC,internal,,,Devin N. Wenig  (1),0001206774-16-005069,ok,,,John J. Donahoe President and Chief Executive Officer,0001206774-15-000964,ok,
9057,1136893,FIDELITY NATIONAL INFO SVCS,internal,,,Gary A. Norcross,0001193125-16-542785,ok,,,Chairman and CEO,0001193125-15-134536,ok,
2690,1031296,FIRSTENERGY CORP,internal,,,President & CEO,0001193125-16-526920,ok,,,Anthony J. Alexander,0001193125-15-115212,ok,
3839,1618921,WALGREENS BOOTS ALLIANCE INC,external,,,Stefano Pessina*,0001193125-17-354603,ok,,,Executive Vice Chairman and Chief Executive Officer,0001193125-15-398988,ok,
2269,63276,MATTEL INC,external,,,Christopher A. Sinclair  Chief Executive Officer,0001193125-17-111466,ok,,,Bryan G. Stockton Chief Executive Officer,0001193125-15-123925,ok,
2300,63908,MCDONALD'S CORP,internal,,,Stephen  Easterbrook President and Chief Executive Officer(1),0001206774-17-001192,ok,,,Donald Thompson,0001193125-15-125315,ok,
2800,76334,PARKER-HANNIFIN CORP,internal,,,"Thomas L. Williams, Chief Executive Officer and Chairman of the Board",0001193125-17-292176,ok,,,"Thomas L. Williams, Chief Executive Officer",0001193125-15-329828,ok,
6506,1451505,TRANSOCEAN LTD,external,,,Jeremy D. Thigpen,0001558370-17-009349,ok,,,,0001047469-15-007585,ceo-row-not-found,
8181,1521332,APTIV PLC,internal,,,,0001193125-17-306532,ceo-row-not-found,,,Chief Executive Officer and President,0001193125-15-083150,ok,
8395,1090872,AGILENT TECHNOLOGIES INC,internal,,,,0001564590-17-000898,ok,,,William P. Sullivan,0001206774-15-000411,ok,
4597,98246,TIFFANY & CO,internal,,,,0000098246-17-000094,ceo-row-not-found,,,"Michael J. Kowalski - base salary ceases upon retirement as of March 31, 2015",0000098246-15-000075,ok,
7347,899866,ALEXION PHARMACEUTICALS INC,internal,,,Former Interim Chief Executive Officer (1),0000899866-17-000078,ok,,,"Leonard Bell, M.D.",0000899866-15-000091,ok,
8476,20520,FRONTIER COMMUNICATIONS CORP,internal,,,Daniel J. McCarthy,0001193125-17-099892,ok,,,Mary Agnes Wilderotter,0000930413-15-001618,ok,
934,23217,CONAGRA BRANDS INC,external,,,Sean Connolly,0001193125-17-255205,ok,,,CEO and,0001193125-15-282074,ok,
8256,1048695,F5 NETWORKS INC,external,,,President and Chief Executive Officer,0001193125-17-021233,ok,,,John McAdam,0001193125-15-012700,ok,
4210,793952,HARLEY-DAVIDSON INC,internal,,,Matthew S. Levatich President  and Chief Executive Officer,0001206774-17-000899,ok,,,Keith E. Wandell,0000793952-15-000015,ok,
538,14272,BRISTOL-MYERS SQUIBB CO,internal,,,,0001047469-17-001940,ok,,,Lamberto Andreotti,0001047469-15-002651,ok,
2600,702165,NORFOLK SOUTHERN CORP,internal,,,"James A.  Squires1 Chairman, President and Chief Executive  Officer",0001206774-17-000920,ok,,,"Charles W. Moorman, IV",0001206774-15-000996,ok,
7288,1002047,NETAPP INC,internal,,,George Kurian,0001193125-17-244241,ok,,,Chief Executive Officer(4),0001193125-15-264135,ok,
2012,1506307,KINDER MORGAN INC,internal,,,Steven J. Kean,0001047469-17-002237,ok,,,Richard D. Kinder,0001047469-15-002856,ok,
1123,29534,DOLLAR GENERAL CORP,internal,,,"Todd J. Vasos,",0001047469-17-002554,ok,,,"Richard W. Dreiling,",0001047469-15-003114,ok,
500,12927,BOEING CO,internal,,,Dennis A. Muilenburg,0001193125-17-087206,ok,,,"W. James McNerney, Jr.",0001193125-15-090972,ok,
2614,1111711,NISOURCE INC,internal,,,Joseph Hamrock,0001193125-17-111336,ok,,,"Robert C. Skaggs, Jr.",0001193125-15-120757,ok,
4706,815556,FASTENAL CO,external,,,Chief Executive Officer,0000815556-17-000012,ok,,,Chief Executive Officer,0000815556-15-000020,ok,
5336,858877,CISCO SYSTEMS INC,internal,,,Charles H. Robbins,0001193125-17-319338,ok,,,John T. Chambers,0001193125-15-333996,ok,
4872,1090012,DEVON ENERGY CORP,internal,,,David A. Hager,0001193125-17-137053,ok,,,John Richels,0001193125-15-138467,ok,
8921,1285785,MOSAIC CO,internal,,,,0001243786-17-000064,ok,,,James T. Prokopanko,0001193125-15-114968,ok,
8679,1126328,PRINCIPAL FINANCIAL GRP INC,internal,,,Houston,0001047469-17-002320,ok,,,,0001047469-15-003285,ceo-row-not-found,
2750,79879,PPG INDUSTRIES INC,internal,,,M. H. McGarry,0001047469-17-001414,ok,,,C. E. Bunch,0001047469-15-001688,ok,
3668,100517,UNITED CONTINENTAL HLDGS INC,external,,,Oscar Munoz,0001047469-17-002814,ok,,,Jeffery Smisek,0001047469-15-003899,ok,
7279,1000697,WATERS CORP,external,,,Christopher J. OConnell President and Chief Executive Officer (a),0001193125-17-100897,ok,,,Douglas A. Berthiaume,0001193125-15-115225,ok,
3698,100885,UNION PACIFIC CORP,internal,,,Lance M. Fritz,0000100885-17-000078,ok,,,John J. Koraleski,0001193125-15-116154,ok,
7136,941548,CAMERON INTERNATIONAL CORP,internal,,,,,no-proxy-for-year,,,Jack B. Moore,0001047469-15-002854,ok,
7298,877890,CITRIX SYSTEMS INC,external,,,"Executive Chairman, Former Interim Chief Executive Officer and President",0001193125-17-141979,ok,,,Mark B. Templeton,0001193125-15-135063,ok,
2964,80424,PROCTER & GAMBLE CO,internal,,,,,no-proxy-for-year,,,A. G. Lafley6,0001193125-15-305662,ok,
1370,35527,FIFTH THIRD BANCORP,internal,,,"Greg D. Carmichael, President and Chief Executive Officer",0001193125-17-075735,ok,,,Kevin T. Kabat Vice Chairman and Chief Executive Officer,0001193125-15-078874,ok,
7758,1037038,RALPH LAUREN CORP,external,,,Stefan Larsson,0001193125-17-218327,ok,,,Ralph Lauren,0001193125-15-235121,ok,
1715,47217,HP INC,internal,,,Dion J.  Weisler,0001206774-17-000465,ok,,,Margaret C. Whitman,0001193125-15-028338,ok,
8480,1013871,NRG ENERGY INC,internal,,,Mauricio Gutierrez President and Chief,0001047469-17-001691,ok,,,David Crane,0001047469-15-002754,ok,
2736,812074,OWENS-ILLINOIS INC,internal,,,Andres A. Lopez,0001104659-17-020125,ok,,,"Chairman, Chief Executive Officer,",0001047469-15-003097,ok,
4123,1113169,PRICE (T. ROWE) GROUP,internal,,,President and Chief Executive Officer,0001113169-17-000016,ok,,,Chief Executive Officer and President,0001113169-15-000012,ok,
2124,58492,LEGGETT & PLATT INC,internal,,,"Karl G. Glassman, President and Chief Executive Officer",0001571049-17-003011,ok,,,"David S. Haffner, Board Chair and Chief Executive Officer",0001571049-15-002282,ok,
3238,89800,SHERWIN-WILLIAMS CO,internal,,,J. G. Morikis,0001193125-17-070612,ok,,,C. M. Connor,0001193125-15-074361,ok,
8257,1048695,F5 NETWORKS INC,external,,,John McAdam(1),0001193125-17-021233,ok,,,President and Chief Executive Officer,0001193125-15-012700,ok,
8104,1051470,CROWN CASTLE INTL CORP,internal,,,Jay A. Brown(e),0001051470-17-000079,ok,,,W. Benjamin Moreland,0001051470-16-000214,ok,
7975,1050915,QUANTA SERVICES INC,internal,,,"Earl C. (Duke) Austin,  Jr.(8)",0001206774-17-001200,ok,,,James F. ONeil III(8),0001193125-16-542236,ok,
5908,879101,KIMCO REALTY CORP,internal,,,Conor C. Flynn,0001206774-17-000831,ok,,,David B.  Henry(8),0001206774-16-004954,ok,
8758,1156375,CME GROUP INC,internal,,,Terrence A. Duffy Chairman and Chief Executive Officer(5),0001193125-17-113258,ok,,,Phupinder S. Gill CEO,0001193125-16-534844,ok,
406,10456,BAXTER INTERNATIONAL INC,external,,,"José E. Almeida Chairman of the Board, Chief Executive Officer and President",0001193125-17-087498,ok,,,,0001206774-16-005077,ok,
782,313927,CHURCH & DWIGHT INC,internal,,,President and Chief Executive Officer,0001193125-17-092016,ok,,,James R. Craigie Non-Executive Chairman and Former President and Chief Executive Officer,0001193125-16-514958,ok,
8687,1158449,ADVANCE AUTO PARTS INC,external,,,,0001158449-18-000086,ceo-row-not-found,,,,0001158449-16-000377,ceo-row-not-found,
3320,7332,SOUTHWESTERN ENERGY CO,internal,,,William J. Way President and Chief Executive Officer,0001206774-18-001179,ok,,,Steven L. Mueller,0001206774-16-005340,ok,
4018,109198,TJX COMPANIES INC,internal,,,,0001193125-18-288892,ceo-row-not-found,,,Carol Meyrowitz(6),0001193125-16-568937,ok,
2286,63754,MCCORMICK & CO INC,internal,,,Lawrence E. Kurzius,0001308179-18-000009,ok,,,Alan D. Wilson,0001308179-16-000217,ok,
4580,816284,CELGENE CORP,internal,,,​,0001144204-18-023458,ok,,,Robert J. Hugin CEO and Chairman(6),0001571049-16-014390,ok,
5943,882095,GILEAD SCIENCES INC,internal,,,,0001206774-18-000957,ceo-row-not-found,,,"(Chief Executive Officer and President as of March 10, 2016)",0001193125-16-519487,ok,
3275,91419,SMUCKER (JM) CO,internal,,,Mark T. Smucker President and Chief Executive Officer,0001193125-18-208398,ok,,,Richard K. Smucker,0001193125-16-639146,ok,
5920,1585364,PERRIGO CO PLC,internal,,,John T. Hendrickson,0001193125-18-093372,ok,,,Joseph C. Papa Chairman,0001193125-16-508560,ok,
8205,1075531,BOOKING HOLDINGS INC,internal,,,Glenn D. Fogel  President and  Chief Executive Officer,0001308179-18-000213,ok,,,"Darren Huston(1) President, Chief Executive Officer; Chief Executive Officer, Booking.com",0001308179-16-000383,ok,
2673,797468,OCCIDENTAL PETROLEUM CORP,internal,,,Vicki  Hollub President  and  Chief Executive Officer,0001308179-18-000070,ok,,,Stephen I. Chazen,0001308179-16-000248,ok,
311,8818,AVERY DENNISON CORP,internal,,,Mitchell R. Butier,0001047469-18-001691,ok,,,Dean A. Scarborough,0001047469-16-010843,ok,
9531,783325,WEC ENERGY GROUP INC,internal,,,,0000107815-18-000155,ceo-row-not-found,,,,0000930413-16-006156,ceo-row-not-found,
1073,27904,DELTA AIR LINES INC,internal,,,Edward H. Bastian Chief Executive Officer,0001193125-18-139175,ok,,,Richard H. Anderson,0001193125-16-569497,ok,
2609,72741,EVERSOURCE ENERGY,internal,,,James J. Judge,0001047469-18-002070,ok,,,Thomas J. May,0001047469-16-011547,ok,
6129,1532063,EXPRESS SCRIPTS HOLDING CO,internal,,,Timothy Wentworth,0001140361-18-015626,ok,,,George Paz,0001193125-16-511918,ok,
9205,816761,TERADATA CORP,external,,,Victor Lund,0001193125-18-072323,ok,,,Michael Koehler President and Chief Executive Officer,0001193125-16-493244,ok,
192,1037868,AMETEK INC,internal,,,David A. Zapico,0001564590-18-006759,ok,,,Frank S. Hermance Chairman of the Board and Chief Executive Officer,0001193125-16-509467,ok,
107,4127,SKYWORKS SOLUTIONS INC,internal,,,Liam K. Griffin,0001047469-18-002445,ok,,,David J. Aldrich,0001047469-16-011813,ok,
1220,1551182,EATON CORP PLC,internal,,,C. Arnold Chairman and Chief Executive Officer,0001308179-18-000055,ok,,,"A. M. Cutler Chairman of the Company, Chief Executive Officer of Eaton Corporation",0001308179-16-000257,ok,
4973,791519,STAPLES INC,internal,,,,,no-proxy-for-year,,,,0001206774-16-005589,ceo-row-not-found,
9132,1274494,FIRST SOLAR INC,internal,,,Mark R. Widmar,0001274494-18-000016,ok,,,James A. Hughes,0001193125-16-532223,ok,
960,201533,CMS ENERGY CORP,internal,,,"Patricia K. Poppe (7) President and CEO, CMS and Consumers",0001140361-18-014559,ok,,,,,no-proxy-for-year,
2023,54480,KANSAS CITY SOUTHERN,internal,,,"Patrick J. Ottensmeyer,",0001193125-18-109385,ok,,,"David L. Starling,",0001193125-16-530157,ok,
3084,1024478,ROCKWELL AUTOMATION,internal,,,Blake D. Moret President & Chief Executive Officer(6),0001308179-18-000290,ok,,,Blake D. Moret  President & Chief Executive Officer(6),0001308179-16-000439,ok,
8505,1110803,ILLUMINA INC,internal,,,"GENERAL INFORMATION (see pages 2 to 9)  Meeting: Annual Meeting of Stockholders Date: Wednesday, May 23, 2018 Time: 12:00 p.m. (Pacific time) Location: Internet webcast only at: www.virtualshareholdermeeting.com/ilmn2018. There will not be a physical location for the annual meeting. Record Date: March 29, 2018 Stock Symbol: ILMN Exchange: The NASDAQ Global Select Market Common Stock Outstanding: 146,745,589 as of March 29, 2018 Registrar & Transfer Agent: Computershare State of Incorporation: Delaware Year of Incorporation: 1998 in California; reincorporated in Delaware in 2000 Public Company Since: 2000 Corporate Headquarters: 5200 Illumina Way, San Diego, California 92122 Corporate Website: www.illumina.com Investor Relations Website: investor.illumina.com EXECUTIVE COMPENSATION (see pages 64 to 67) CEO: Francis A. deSouza (age 47; CEO since 2016) CEO 2017 Total Direct Compensation:  Salary: $849,039  Annual Performance Cash Incentive: $901,000  Long-Term Incentives: $7,000,326  All other compensation: $57,351 CEO Employment Agreement: No Change-in-Control Agreement: Yes (double trigger) Stock Ownership Guidelines: Yes Hedging Policy: Yes",0001193125-18-109968,ok,,,Jay T. Flatley,0001193125-16-535471,ok,
3365,93556,STANLEY BLACK & DECKER INC,internal,,,"James M. Loree, President and CEO",0001206774-18-000732,ok,,,,0001206774-16-004843,ceo-row-not-found,
9043,1339947,VIACOM INC,internal,,,Robert M. Bakish,0001564590-18-000670,ok,,,Philippe P. Dauman,0001193125-16-795129,ok,
7707,1170010,CARMAX INC,internal,,,William D. Nash,0001170010-18-000096,ok,,,Thomas J. Folliard,0001170010-16-000130,ok,
1609,277135,GRAINGER (W W) INC,internal,,,D.G. Macpherson,0001047469-18-001653,ok,,,James T. Ryan,0001047469-16-011256,ok,
2994,822416,PULTEGROUP INC,internal,,,Ryan R. Marshall,0001193125-18-098952,ok,,,"Richard J. Dugas, Jr. Chairman, President & CEO",0001193125-16-528506,ok,
9126,1359841,HANESBRANDS INC,internal,,,"Gerald W. Evans, Jr. Chief Executive Officer",0001206774-18-000750,ok,,,Richard A. Noll Chairman  and Chief  Executive Officer,0001206774-16-004890,ok,
1755,48465,HORMEL FOODS CORP,internal,,,James P. Snee,0000048465-18-000050,ok,,,,0001104659-16-163145,ceo-row-not-found,
4778,823768,WASTE MANAGEMENT INC,internal,,,"James C. Fish, Jr. President and Chief Executive Officer",0001047469-18-002180,ok,,,David P. Steiner President and Chief Executive Officer,0001193125-16-517811,ok,
4735,1038357,PIONEER NATURAL RESOURCES CO,internal,,,Timothy L. Dove President and Chief Executive Officer,0001038357-18-000023,ok,,,Scott D. Sheffield Chairman of the  Board and Chief Executive Officer,0001193125-16-532413,ok,
9272,1403161,VISA INC,external,,,"Alfred F. Kelly, Jr.",0001193125-18-343216,ok,,,Charles W. Scharf Chief Executive Officer,0001193125-16-787933,ok,
7348,899866,ALEXION PHARMACEUTICALS INC,external,,,Chief Executive Officer (1),0000899866-18-000069,ok,,,Former Chief Executive Officer,0000899866-16-000283,ok,
1320,34088,EXXON MOBIL CORP,internal,,,D.W. Woods Chairman and CEO (1),0001193125-18-115091,ok,,,R.W. Tillerson Chairman and CEO,0001193125-16-539460,ok,
8763,1120193,NASDAQ INC,internal,,,Adena T. Friedman President and CEO,0001193125-18-082529,ok,,,,0001193125-16-516901,ceo-row-not-found,
3659,100493,TYSON FOODS INC -CL A,internal,,,"Tom Hayes, President and Chief Executive Officer",0000100493-18-000169,ok,,,"Donnie Smith, Chief Executive Officer",0000100493-16-000348,ok,
8890,1289490,EXTRA SPACE STORAGE INC,external,,,Joseph D. Margolis (5),0001628280-18-004072,ok,,,Spencer F. Kirk,0001193125-16-533831,ok,
4000,1770450,XEROX CORP,internal,,,,,no-proxy-for-year,,,,,no-proxy-for-year,
2140,59478,LILLY (ELI) & CO,internal,,,David A. Ricks,0000059478-18-000111,ok,,,"John C. Lechleiter, Ph.D.",0000059478-16-000331,ok,
3788,103379,VF CORP,internal,,,"Steven E. Rendle,(1)",0001193125-18-082379,ok,,,"Eric C. Wiseman,",0001193125-16-515958,ok,
8255,1275283,REYNOLDS AMERICAN INC,internal,,,,,no-proxy-for-year,,,,,no-proxy-for-year,
698,18230,CATERPILLAR INC,internal,,,"D. James Umpleby, III CEO",0001206774-18-001375,ok,,,Douglas R.  Oberhelman,0001206774-17-001442,ok,
1295,33213,EQT CORP,internal,,,,0001104659-18-027302,ceo-row-not-found,,,David L. Porges Chairman and Chief Executive Officer,0001104659-17-009972,ok,
1362,794367,MACY'S INC,internal,,,​,0001571049-18-000217,ok,,,Terry J. Lundgren,0000794367-17-000050,ok,
2242,1070750,HOST HOTELS & RESORTS INC,internal,,,James F. Risoleo President and Chief Executive Officer,0001193125-18-109348,ok,,,,0001193125-17-108414,ceo-row-not-found,
5820,875045,BIOGEN INC,external,,,Michel Vounatsos(6),0001193125-19-129278,ok,,,Former Chief Executive Officer,0001193125-17-139450,ok,
4598,98246,TIFFANY & CO,external,,,Alessandro Bogliolo,0000098246-19-000063,ok,,,,0000098246-17-000094,ceo-row-not-found,
