transition_id,coname,classification,succ_total,succ_yeardist,pred_total,pred_yeardist,roa_pre,roa_post,tsr_raw,tsr_mktadj
9031,LEIDOS HOLDINGS INC,external,5367811.0,0.0,5153040.0,0.0,0.0797043226739514,0.0100425531914893,0.1709298052154741,-0.698128566730825
2461,MURPHY OIL CORP,internal,6266192.0,1.0,13748097.0,0.0,0.0588496240807523,0.0617269647265191,0.0296929579576008,-0.8657347125279851
2299,MCDONALD'S CORP,internal,9496664.0,0.0,8750893.0,0.0,0.1505712177707784,0.1668116605385284,0.7003547429998473,-0.3012850835381031
4391,AIRGAS INC,internal,4302807.0,1.0,4613352.0,1.0,0.0435663177353843,0.0588984106071042,,
7526,E TRADE FINANCIAL CORP,external,,,,,,,,
3650,TYCO INTERNATIONAL PLC,internal,,,,,,,,
3800,VARIAN MEDICAL SYSTEMS INC,internal,6443998.0,1.0,2178078.0,0.0,0.1372756408049736,0.1596370548219287,,
7402,DEAN FOODS CO,internal,3717190.0,0.0,8635960.0,0.0,0.0306361304859381,-0.2765420003534832,,
2127,LEGG MASON INC,internal,,,,,,,,
1816,ILLINOIS TOOL WORKS,internal,9206453.0,0.0,12499367.0,0.0,,,1.0479013710903828,0.3232376104770478
889,CITIGROUP INC,internal,,,14857103.0,0.0,-0.0008391234242923,0.0059351302650349,,
9271,VISA INC,external,24251851.0,0.0,11824090.0,0.0,0.0704322318007662,0.0912203533851498,3.169997765550991,2.4143449355054383
6098,BOSTON SCIENTIFIC CORP,internal,10851430.0,0.0,4689079.0,0.0,,,1.8924050933752008,1.136752263329648
9482,CBRE GROUP INC,internal,5541213.0,0.0,5350398.0,0.0,0.0065099203993776,0.0306243311067409,0.945805060626153,0.1835672680188023
6588,BORGWARNER INC,internal,8146556.0,0.0,,,0.0056116722783389,0.0923203437048971,0.3824122161519154,-0.3609608687027801
6615,KEURIG DR PEPPER INC,external,8536822.0,1.0,7634396.0,1.0,0.0632406563354603,0.0678763440860215,1.8035887950089304,1.1300332736522314
8377,AKAMAI TECHNOLOGIES INC,internal,,,11876747.0,0.0,0.0620200146556516,0.0772521395801858,0.1243358636276108,-0.5008827343808311
1521,GENERAL DYNAMICS CORP,internal,,,,,0.0770344627859832,0.0724134965455952,1.2286915912744658,0.6034729932660239
8579,GARMIN LTD,internal,1499017.0,99.0,,,0.1764866041164413,0.1080893539987765,0.4959900309153908,-0.129228567093051
6382,HUMANA INC,internal,8848066.0,0.0,7306861.0,0.0,0.0645842389616841,0.0710245758045948,2.438321438445953,1.8131028404375111
3123,RYDER SYSTEM INC,internal,4362587.0,0.0,6404342.0,0.0,0.0177635833463362,0.0222867783300635,0.2021602625356537,-0.4048750077774301
3905,WEYERHAEUSER CO,external,4186797.0,0.0,,,0.0951426024955436,0.0261991451638435,0.7727970476627755,0.1657617773496915
2910,PITNEY BOWES INC,external,3396037.0,0.0,,,0.0346255570360241,0.0757913486804636,0.2038307991020331,-0.4032044712110507
2658,NUCOR CORP,internal,8139044.0,0.0,8507443.0,0.0,0.0096317243826457,0.0534090121376631,0.0784870609002783,-0.5285482094128056
2380,ENTERGY CORP,internal,7665652.0,0.0,12341866.0,0.0,0.0323182908143139,0.0311657644272547,0.2085457932136127,-0.3984894770994711
8204,BOOKING HOLDINGS INC,external,,,,,0.0263910054497086,,2.064856904017251,1.4578216337041672
7534,STERICYCLE INC,internal,,,,,0.0787711967648633,0.0738886842991542,,
3889,WESTERN DIGITAL CORP,external,11290562.0,1.0,17220878.0,0.0,0.1702389751170239,0.0511051668309165,0.890842267980879,0.283806997667795
2164,LOCKHEED MARTIN CORP,internal,25155799.0,0.0,27549444.0,0.0,0.075920649994724,0.0686809633442843,2.771210043135272,2.164174772822188
7361,IRON MOUNTAIN INC,external,6840413.0,0.0,7408656.0,0.0,,,0.6798132596097748,0.1516261059956871
3201,SEALED AIR CORP,external,11963159.0,0.0,5616033.0,0.0,,,,
6476,JABIL INC,internal,6539114.0,0.0,9232503.0,0.0,0.0239219942362785,0.0431173741211418,0.0682775285286569,-0.4461560695194588
2575,NEWMONT MINING CORP,internal,,,10084181.0,1.0,0.0887269609944277,0.0609339600311094,,
203,ANALOG DEVICES,internal,6090567.0,0.0,12726600.0,0.0,0.1349248290190587,0.1020466173071649,0.7410859239516145,0.1863113187964846
5069,ELECTRONIC ARTS INC,internal,13975381.0,0.0,9383652.0,0.0,-0.0502640684756874,,2.355183971338527,1.8013090251703712
6350,CHESAPEAKE ENERGY CORP,external,,,,,,,,
3816,VORNADO REALTY TRUST,internal,8644461.0,0.0,7709646.0,0.0,0.0315771373577182,0.0279745583161859,,
9327,MEAD JOHNSON NUTRITION CO,internal,8369158.0,0.0,9341911.0,0.0,0.1974183419824691,0.178135166656436,,
4109,BIG LOTS INC,external,,,,,,,,
9280,PHILIP MORRIS INTERNATIONAL,internal,14124869.0,0.0,30304091.0,0.0,0.2045480162308386,0.2305596311045902,0.8055047337073467,0.2774982619290729
3152,SAFEWAY INC,internal,,,,,0.0389355760788481,0.0406972777512451,,
1856,INTEL CORP,internal,11197400.0,0.0,18338100.0,0.0,0.1611946174721241,0.1191558933714459,0.4997673106209945,-0.0547318188451397
6533,FLIR SYSTEMS INC,internal,,,,,0.1154550200687353,0.0949056461259243,,
2963,PROCTER & GAMBLE CO,external,18286621.0,99.0,15928015.0,99.0,0.0993664762974752,0.0813345028885998,0.4008579562405825,-0.153785042046558
5318,SLM CORP,internal,1238000.0,0.0,7029199.0,0.0,0.0027412138922651,0.0203256588606871,-0.0033976402290227,-0.5638051147945307
6570,PETSMART INC,internal,,,,,0.0942842296087707,,,
5025,EOG RESOURCES INC,internal,,,16724459.0,0.0,0.0074293502109415,0.020861389454086,0.6735504998917814,0.1037983354120024
1178,DUKE ENERGY CORP,internal,8305351.0,0.0,8815181.0,2.0,0.0223388052123878,0.0155283867341202,,
2236,MARATHON OIL CORP,external,11498067.0,0.0,,,0.0818590417901884,0.044413250982594,,
8288,JUNIPER NETWORKS INC,external,30165992.0,0.0,,,0.0619403433562371,0.0180612047259345,,
8633,ROCKWELL COLLINS,internal,,,,,,,,
2462,MURPHY OIL CORP,internal,12778568.0,0.0,13748097.0,1.0,0.0560717898996711,0.0554485786103119,-0.2115752219116671,-1.005691930634815
5662,UNITED STATES STEEL CORP,internal,,,10219189.0,1.0,-0.0299881789336153,-0.0094346800578254,,
249,APPLIED MATERIALS INC,internal,16425005.0,0.0,9220058.0,0.0,0.0676718851453719,0.0090509009383044,2.032934650383235,1.230523507912706
1981,JOHNSON CONTROLS INTL PLC,internal,8998307.0,0.0,,,0.0417497967930244,0.0381722604124545,1.3588458123547351,0.5564346698842064
9457,XYLEM INC,external,8227869.0,0.0,6200459.0,0.0,0.0747727272727272,0.0634751015174182,1.275604386552618,0.432115571845505
1458,FOREST LABORATORIES -CL A,external,,,8533667.0,0.0,0.1397229354136647,,,
1185,DUN & BRADSTREET CORP,external,,,,,,,,
2305,S&P GLOBAL INC,internal,6498116.0,0.0,10843131.0,0.0,0.1250755287009063,0.0721003134796238,2.3343426102589966,1.6009808872388016
832,CLEVELAND-CLIFFS INC,external,13150538.0,0.0,5640070.0,99.0,0.1311228819006968,-0.0662546317099941,-0.8770628301191296,-1.6719049791952303
4396,JOY GLOBAL INC,internal,,,,,0.1410874857421844,0.1240570822676032,,
2077,KROGER CO,internal,,,,,0.0475379110581018,0.0511253030975718,2.0402513566943354,1.2871387579099725
1771,CENTERPOINT ENERGY INC,internal,4897291.0,0.0,7902835.0,0.0,0.0219780219780219,0.0182326964277906,0.5361510586777185,-0.2169615401066444
9425,WPX ENERGY INC,external,2901959.0,0.0,6212702.0,0.0,-0.1311192362380662,-0.026456281883972,,
8009,NIELSEN HOLDINGS PLC,internal,,,,,,,,
9146,TIME WARNER CABLE INC,internal,34615597.0,0.0,14177563.0,0.0,0.0334276937902788,0.0446419323431317,,
8992,CF INDUSTRIES HOLDINGS INC,internal,4375099.0,0.0,8350294.0,0.0,,,0.1384074094472449,-0.614705189337118
8538,TAPESTRY INC,internal,,,2619075.0,99.0,0.3342547348959211,0.3346657771538446,-0.3217255541123239,-1.074838152896687
6740,EASTMAN CHEMICAL CO,internal,,,,,0.0551665243381725,0.0368932038834951,1.076068167273328,0.3229555684889649
1739,HOME DEPOT INC,internal,,,11047781.0,0.0,0.0945136792912082,0.1348069894357382,2.476855964696876,1.7164263234314276
1537,GENERAL MOTORS CO,internal,,,,,0.0635533149381409,0.0321600664136051,0.7461988778453339,-0.0120855496437215
2709,ONEOK INC,internal,,,4497627.0,0.0,0.0263271964245232,0.0150650301983957,0.8505564365809468,0.1141554202538417
3831,WALMART INC,internal,,,18131738.0,1.0,0.0811712149571368,0.0836956254154255,0.2216381394785995,-0.4999594163308933
4129,MICROSOFT CORP,internal,18294270.0,0.0,7668952.0,0.0,0.1908947728640812,0.1268273157601633,1.4221895800888529,0.7132193146211236
2256,MASCO CORP,internal,4752001.0,99.0,9218460.0,0.0,-0.078799506646567,0.0418300653594771,2.540617106814896,1.8097173821758727
7612,NATIONAL OILWELL VARCO INC,internal,,,12287581.0,0.0,0.0781501077797374,0.0668447661725841,-0.4266514090202478,-1.1594441752925335
1313,EXPEDITORS INTL WASH INC,internal,5559286.0,0.0,,,0.1345316616593886,0.115604555109904,0.3717387113173829,-0.37193166000881
5929,QUALCOMM INC,internal,,,20448940.0,99.0,0.1169622755477458,0.1505624395816855,0.0330196844817498,-0.7137132862425077
1697,HELMERICH & PAYNE,internal,3706695.0,0.0,5247600.0,1.0,0.0758922477117539,0.1096026215154356,0.3554333082210514,-0.3912996625032061
3034,RAYTHEON CO,internal,20377815.0,0.0,,,0.0699243048789627,0.0720161639486217,,
1683,WELLTOWER INC,external,10967246.0,0.0,19843772.0,0.0,,,0.7490738045873708,0.0494329082802325
2753,PACCAR INC,internal,7545233.0,1.0,7826825.0,0.0,0.0606951731527366,0.0565149212322983,0.7649145721355408,0.0627354844705696
8254,REYNOLDS AMERICAN INC,external,,,10452206.0,0.0,0.0849187654768375,0.1130560673861542,,
4916,VALERO ENERGY CORP,internal,,,,,0.046990579400589,0.059714599341383,2.269185540150984,1.5702979376315678
3100,ROSS STORES INC,internal,,,,,0.1790380271571566,0.1786298073333233,1.1845410491000314,0.485653446580615
1058,TARGET CORP,external,16946337.0,0.0,,,,,0.1841319076010741,-0.5677118080254826
8231,CNX RESOURCES CORPORATION,internal,7762606.0,0.0,15170492.0,0.0,0.0486626217129108,0.0592434383587633,-0.5152553450362936,-1.2670990606628505
482,ENSCO PLC,external,,,,,,,,
67,AIR PRODUCTS & CHEMICALS INC,external,,,,,0.0856641032279734,0.0559195909804208,1.2091260793808631,0.4343973005524113
3819,VULCAN MATERIALS CO,internal,,,,,-0.0086007315324511,0.0029614554104315,2.240407774107028,1.4656789952785765
1454,FORD MOTOR CO,internal,18576946.0,0.0,,,0.1139492406390583,0.059113568475401,,
6368,ALLERGAN PLC,external,,,,,,,,
434,BEMIS CO INC,internal,,,7751359.0,0.0,0.0426117952041477,0.0517829306313328,,
1887,INTL FLAVORS & FRAGRANCES,external,,,8197618.0,1.0,0.0822089389660254,0.1011680522723351,1.5025640035555572,0.7398195788015243
165,AMERICAN INTERNATIONAL GROUP,internal,12497975.0,0.0,14834562.0,0.0,0.0375879686420612,0.0176208975893215,0.8568213319126297,0.0940769071585967
3722,UNITED PARCEL SERVICE INC,internal,11292243.0,0.0,12147349.0,1.0,0.1096222010893057,0.1229713385649593,0.7918170181674256,0.0290725934133926
1047,DANAHER CORP,internal,10595548.0,99.0,19705455.0,0.0,0.0725320956944189,0.0777279780342753,2.369148427756515,1.64676059269375
8302,HUDSON CITY BANCORP INC,internal,,,,,,,,
6124,D R HORTON INC,internal,7192720.0,0.0,10432813.0,0.0,,,1.0261362741287083,0.2820188870548821
7080,DARDEN RESTAURANTS INC,internal,,,,,0.0801285286497762,0.0581557880469312,0.973213839040904,0.2003392282638312
2589,NOBLE ENERGY INC,internal,,,14019636.0,0.0,0.0258060840833997,0.0434319211297628,,
1906,INTL PAPER CO,internal,16842422.0,0.0,12680910.0,0.0,0.041115914533636,0.048633384465207,0.4284880184571709,-0.395143827392066
8289,JUNIPER NETWORKS INC,internal,9421603.0,0.0,8699303.0,0.0,0.0432359312862969,0.0531069625908662,,
837,CLOROX CO/DE,internal,8933992.0,1.0,,,0.1278989667049368,0.1343353687177078,1.0648992419227965,0.2043132945961328
7548,ABERCROMBIE & FITCH -CL A,internal,,,,,,,,
4393,KRAFT FOODS GROUP INC,external,,,9190257.0,0.0,0.0765779369256654,,,
4705,FASTENAL CO,internal,,,,,0.197115702333696,0.1901723621954455,0.3253359883173947,-0.5493162089808454
7847,YUM BRANDS INC,internal,,,10007393.0,0.0,0.1493094860765225,0.1309095272378209,0.8949760026229763,0.0203238053247361
985,MOLSON COORS BREWING CO,internal,,,,,0.0417154982050554,0.0405791088761883,1.1794301563121308,0.3047779590138906
8842,ASSURANT INC,internal,,,,,0.0199466599792404,0.0164533776543984,,
7138,DISH NETWORK CORP,internal,,,,,,,,
3157,ST JUDE MEDICAL INC,internal,8438241.0,0.0,10171096.0,0.0,0.0733801717408274,0.0709310310997743,,
4324,UNUM GROUP,internal,8277205.0,0.0,10087589.0,0.0,0.0150563265525995,0.0135628068444936,,
257,ARCHER-DANIELS-MIDLAND CO,internal,9428950.0,0.0,17022941.0,0.0,0.0279530078624977,0.0305020796872514,0.5898795898454683,-0.2383298349987217
1503,GAP INC,internal,,,,,,,,
8115,EBAY INC,internal,14509427.0,0.0,38687906.0,0.0,0.0628856536829926,0.0632810422759904,0.6732647577499351,-0.1549446670942549
9057,FIDELITY NATIONAL INFO SVCS,internal,12950336.0,0.0,14144081.0,1.0,0.0330370126288493,0.0339588857133018,1.8468602756183536,1.0186508507741638
2690,FIRSTENERGY CORP,internal,4791069.0,1.0,15563530.0,0.0,0.0152493365548381,0.007774075836903,-0.0815264583527586,-0.9097358831969486
3839,WALGREENS BOOTS ALLIANCE INC,external,10140368.0,0.0,16732555.0,0.0,,0.0280887441481783,,
2269,MATTEL INC,external,,,,,0.1205759464913024,0.076337120702638,-0.4166782360961174,-1.3057837836776802
2300,MCDONALD'S CORP,internal,15355746.0,0.0,7288578.0,0.0,0.154431774829384,0.1390055920110788,1.20880084796862,0.2937839737734244
2800,PARKER-HANNIFIN CORP,internal,10786328.0,0.0,15005720.0,0.0,0.103114943740901,0.0785115026114617,1.3623613562016643,0.4974156471847477
6506,TRANSOCEAN LTD,external,9103067.0,0.0,,,-0.0067289375038407,-0.0695773901857667,-0.8058213726668023,-1.5904896648752054
1760,STARWOOD HOTELS&RESORTS WRLD,internal,,,,,,,,
8181,APTIV PLC,internal,,,12018049.0,1.0,0.0974925319091156,0.1128372170717447,1.781880737057564,1.01816712357197
8395,AGILENT TECHNOLOGIES INC,internal,7207852.0,99.0,,,,,1.4147789066776282,0.6416907982735891
4597,TIFFANY & CO,internal,,,1000000.0,99.0,0.0875686581231058,0.0945407685098406,,
7347,ALEXION PHARMACEUTICALS INC,internal,14719786.0,99.0,20570703.0,99.0,0.0768069166071876,0.0501641597312361,,
8476,FRONTIER COMMUNICATIONS CORP,internal,,,,,0.0082135271808142,,,
934,CONAGRA BRANDS INC,external,9945810.0,0.0,,,0.0408935578881129,0.0157524101551334,0.5558016257404541,-0.1104513636964459
8256,F5 NETWORKS INC,external,5594292.0,0.0,8143742.0,0.0,0.1233711445676724,0.1345778427446384,1.1973961366831176,0.4885066054331175
4210,HARLEY-DAVIDSON INC,internal,9350303.0,0.0,,,0.0680340686657493,0.0887581482302721,-0.1416273213076434,-0.7991760596143352
